58637.0,646.0,14667.0,1.0,2000.0,1.0,0.0001,5.0,8.0,2.792228116628786,NaN,13.335710725098394,NaN,NaN,NaN,NaN,NaN,1.0,9.659622617,11.084532663
58637.0,646.0,14667.0,1.0,2000.0,1.0,0.0001,5.0,8.0,2.8318335769017797,NaN,13.609504699618963,NaN,NaN,NaN,NaN,NaN,1.0,9.526839173,11.170874509
58637.0,646.0,14667.0,1.0,2000.0,1.0,0.0001,5.0,8.0,2.83183357690178,NaN,13.609504699618963,NaN,NaN,NaN,NaN,NaN,1.0,7.657085336,0.742126921
58637.0,646.0,14667.0,1.0,2000.0,1.0,0.0001,5.0,8.0,2.8318335769017797,NaN,13.609504699618963,NaN,NaN,NaN,NaN,NaN,1.0,7.662203154,0.737485529
58637.0,646.0,14667.0,1.0,2000.0,1.0,0.0001,5.0,8.0,2.680851373119571,3.355418148080356,12.596311175994774,12.78766116625518,0.04536834635074401,8.97784933649005,2029.5243376484111,109014.27616806861,1.0,9.56246346,11.536995363
58637.0,646.0,14667.0,1.0,2000.0,1.0,0.0001,5.0,8.0,2.68085137311957,3.3549948848959854,12.596311175994774,12.787638435174042,0.04536718451195576,8.977847876578295,2029.4723635235678,109014.25844096972,1.0,7.656588823,0.735745459
58637.0,646.0,14667.0,1.0,2000.0,1.0,0.0001,5.0,8.0,2.6824299054646623,NaN,11.706881260283172,NaN,NaN,NaN,NaN,NaN,1.0,9.708773223,11.890007438
58637.0,646.0,14667.0,1.0,2000.0,1.0,0.0001,5.0,8.0,2.6824299054646623,NaN,11.706881260283172,NaN,NaN,NaN,NaN,NaN,1.0,9.708773223,0.847489387
58637.0,646.0,14667.0,1.0,2000.0,1.0,0.0001,5.0,8.0,2.6824299054646623,NaN,11.706881260283172,NaN,NaN,NaN,NaN,NaN,1.0,9.708773223,0.846996076
58637.0,646.0,14667.0,1.0,2000.0,1.0,0.0001,5.0,8.0,2.807886121136191,NaN,13.659365774498363,NaN,NaN,NaN,NaN,NaN,1.0,9.464527341,9.60802785
