exp_number,method,batch_size_prop,batch_size,time,e_train_mae,e_train_rmse,e_train_rsq,f_train_mae,f_train_rmse,f_train_rsq,f_train_mean_cos,e_test_mae,e_test_rmse,e_test_rsq,f_test_mae,f_test_rmse,f_test_rsq,f_test_mean_cos
31,kmeans_sample,0.32,7192,0.159781291,0.14681703530671028,0.2116875031138003,0.9995275077063216,0.24882276650796853,0.46407315527057236,0.9973687331011677,0.9533751576829367,1.5266539954512617,63.142183047112205,0.10831381780995952,6.938036042162741,595.2959475848182,-0.018062849055973107,0.956511968783093
31,cur_sample,0.32,7192,2.939519292,0.2623153579167471,0.3675259140241081,0.9999577494028997,0.45356278134232475,0.7617298817999507,0.9998607658994954,0.9781871236028605,0.31541568881575066,3.0396120430953273,0.9367169161602704,0.4684194090926828,18.66544210473896,0.1959404548702932,0.9606987095906725
31,lrdpp_sample,0.32,7192,57.83620529,0.1776908537344877,0.2510201334110451,0.9997902805282854,0.267552107473669,0.460490247566615,0.9992624583684055,0.9637321742191833,0.2238322343449232,1.1715149844544581,0.9891621953761767,0.4319720162891019,12.665805439044258,0.26751773903565357,0.9628540080961345
31,simple_random_sample,0.64,14385,0.000272726,0.1839763745011453,0.2928410359925059,0.9992143411702373,0.3074425757656989,0.7505640362395746,0.9977493965896502,0.9504660442160148,0.6316472720780234,19.34236496067649,-0.11106791537011973,2.3754133170359912,180.58734766034294,-0.041081566001474945,0.9526581941172381
31,kmeans_sample,0.64,14385,0.232631064,0.14113351622157988,0.20085938270328219,0.9995239645586436,0.24215111454474972,0.41971243876546116,0.9980714552004029,0.9580601074968942,0.3658028631870255,7.534603937587893,0.40675044592487863,1.0966862618174142,62.45755552945335,-0.10838585014369762,0.9596925080784554
31,cur_sample,0.64,14385,2.859420712,0.20787326353854435,0.285466938270269,0.9999746514824163,0.4101790934159163,0.6290044121621933,0.9999029558831939,0.9783095600508255,0.3441584259785061,1.9026690650420026,0.9731544809796063,0.34023690649692434,7.08433052294526,0.7224653852384606,0.9563840359719036
31,lrdpp_sample,0.64,14385,107.455595864,0.16672856245526502,0.2267563294629772,0.9997190612323593,0.2583945670215893,0.4493880679132344,0.9992379379394178,0.9606521210485913,0.19646036354327337,1.1540027269797197,0.9889318176678883,0.4550866186265032,19.292615933730545,-0.10056112054853372,0.9636729397358947
32,simple_random_sample,0.08,1798,0.000194916,0.15019059965950338,0.21507198020605214,0.9996098074627462,0.308994522900922,0.5899829015698166,0.9973210454634603,0.9427750872257792,68.951022434685,3089.3698446977787,-0.003651304551427481,91.9622536700785,8249.928815199433,-0.0013267652316806267,0.9416318950782211
32,kmeans_sample,0.08,1798,0.115849336,0.43217785854585955,0.8745010913894661,0.9949329359501988,1.3623615959638515,3.239129268183879,0.8876407238894203,0.7474386188034825,45.0996203794597,2209.53821497272,0.003347989979871846,138.34208268248855,11388.38779613088,0.00014420283217086993,0.7413085147010747
32,cur_sample,0.08,1798,2.868618207,0.18195584813630947,0.24894859831178856,0.9999815378985298,0.3832116324395048,0.595651778677442,0.9999087422543936,0.982273794733957,0.27004396760826593,3.5095194590651766,0.9162181738769217,0.4315937282333856,21.49730274824264,0.34868910059485014,0.9585897958434058
32,lrdpp_sample,0.08,1798,2.202439544,1.7773458571278413,3.045906184794031,0.990512739384719,1.4403425972740396,4.49293159129323,0.9637988685540124,0.8913416477151189,1.5400217017492845,45.13063196998021,-0.17392908405625174,3.343247332976597,252.49367901577745,-0.047485299282582494,0.8485899124752331
32,simple_random_sample,0.16,3596,0.000213565,0.8572234517242044,1.8221391295582972,0.9669293839595761,2.1324937480678763,5.578842071577565,0.8165280225138515,0.5983364287240978,31.559988424573454,1534.219018952058,-0.0037537615482112763,66.93038743302866,6448.364217893773,0.0012822444474371864,0.5871889431270421
32,kmeans_sample,0.16,3596,0.047844975,0.15142895320316427,0.2138691731420199,0.999676153053809,0.2939119338447105,0.519717464695307,0.9987026895936582,0.9590549440724119,1.3850765036976753,50.427737332779856,0.17149759789350238,10.109668020450627,986.8383352974071,0.01345059876262289,0.9566358186748907
32,cur_sample,0.16,3596,2.904661392,48.85411787588576,65.92067353410015,0.4429808875102037,40.73602016802674,122.38758060118225,0.21794605321193117,0.10714535091798834,71.15307411989818,800.1963638869386,-0.013459705336535954,74.77109137387632,6599.001054330925,-0.0010865667198451945,-0.1149557088504314
32,lrdpp_sample,0.16,3596,9.827594666,0.19109097429177202,0.2873924516033344,0.9998500972926028,0.30104416652508853,0.5324184990728056,0.9991956931310016,0.9697552472618617,0.24363178971985688,1.2529501419140103,0.985510560244951,0.44660295381490567,17.793887816684663,-0.010016539761017684,0.9609512055565222
32,simple_random_sample,0.32,7192,0.000241991,0.19020052102173726,0.3176654968237363,0.9993491732836862,0.33656426256690863,0.7742425526761894,0.9986372705625408,0.9478738906450925,1.1731695934984205,32.798040229245316,0.1433752259114489,3.874967358523642,366.42719236348154,0.0012770385825690012,0.9481324698019465
32,kmeans_sample,0.32,7192,0.181159226,0.1550273541055123,0.22476817082478637,0.9995142077370343,0.26527014122651904,0.5115460725991438,0.9981423830149415,0.9537582820518771,0.5472656636772543,15.230366897455998,-0.054575262807994074,1.842032881155726,142.27139096325513,-0.06115086238455958,0.9537607767788677
32,cur_sample,0.32,7192,2.847094864,0.15295499304044005,0.2133670860715757,0.9999863649628313,0.3875776161915579,0.5789334577466315,0.9999169250781419,0.9775753173136742,0.25513828744121203,1.347271950641275,0.9848409943903752,0.31510239291367853,6.485083431389329,0.8101746712727117,0.957519213452767
32,lrdpp_sample,0.32,7192,49.835986807,0.1700561919305037,0.23631557950944607,0.9998199088341405,0.26352773262241663,0.4264493203851035,0.9993789394326382,0.9671695380342987,0.21047628337687865,1.3071850315763398,0.9829349648860587,0.33276914834365473,10.383874684114277,0.5349296292669428,0.9647110377051568
32,simple_random_sample,0.64,14385,0.000223889,0.14876901679626958,0.20931220746583662,0.9996196943619005,0.23745574081631984,0.39471172763004403,0.9994280459953994,0.9628013853197633,0.2187760857684081,3.1036457991417477,0.9318309871677801,0.4952818523031726,26.669328975237228,0.29311227584291233,0.9632069654255933
